Conversion of an object of class 'genind' into a GENEPOP file with the package 'graph4lg'                                                 
BMS1117, TGLA53, BMC4214, BM1225, BM47, BMS1315, IL4, BM2113, BMS1716, BM1706, BMS1675, BMS1857, BMS1001, BMS601, BM720, ILSTS102, BMS1074, BMS1172, BMS2258, BM757, SPS115, BMS527, BM2830, INRA194, BMS941, INRA037, BM4107, TGLA122, HUJ246, BMS528, BM4440, TGLA44, BMS510, BMS1355, BM1824, BMS812, BMS2639, BMS410, AGLA232, BM17132, BM711, INRA133, RM372, BM4311, BMS1747, BL1036, BM1862, BMS1862, URB011 
Pop                                                 
EINPP_1376, 089091 140140 175187 253271 103104 135135 093093 143149 191195 232238 089091 160160 108113 172178 229231 145147 154158 090102 127150 194202 250254 167175 156158 156160 083083 122122 179181 138142 262262 146150 127127 153155 091091 146150 198198 106108 168168 083089 165173 085089 161167 228228 130134 096104 099101 191191 201205 156170 149149
EINPP_1377, 089091 136136 175187 241245 103107 135147 089105 143149 189189 250254 085087 160161 113115 172172 229231 143143 160160 088100 148148 194202 244246 165175 164164 156156 081083 122124 181181 138148 256260 146146 127127 155157 092092 148154 192198 106110 168168 085089 161161 085089 161167 240240 118130 096096 095099 177191 205207 156156 143149
EINPP_1378, 089089 136140 187191 241241 103103 135141 089093 129143 195195 238250 087091 158161 108113 172178 229231 145145 154156 090100 127150 194200 250250 165175 156164 154156 083083 122122 179181 138150 262262 140146 127127 153155 094095 146146 180198 108112 168168 083083 161161 085087 161161 228236 130130 104104 101101 191191 205205 142144 149151
EINPP_1379, 091091 136142 175187 241245 103103 135135 105105 143143 191191 238238 087091 143160 113115 172172 229231 143145 154156 088100 127140 194194 246254 165177 150158 156158 083083 124124 181185 142142 262262 146150 123129 159159 091092 146146 190192 106108 170186 089089 161165 087089 161167 236240 130130 092098 095099 191191 207211 142158 149153
EINPP_1380, 091091 134136 175187 241271 103103 135135 097101 143143 189195 238238 085091 160161 108113 172172 231231 147147 154158 088088 127140 194200 250254 163173 150158 144156 083083 124124 183185 142142 262262 140140 129131 155155 092092 146148 180184 108108 168172 089089 161161 087089 161167 240240 130130 092096 095095 177177 211211 158164 149149
EINPP_1381, 089091 136136 185187 241253 103103 141141 093097 149149 189189 232238 087087 160160 113115 172180 229231 145145 154158 100100 127148 194200 250250 163175 158164 156156 081083 122122 181185 142148 262262 146150 127131 153155 095095 146148 180184 106108 172174 089089 173173 085091 161161 228238 130134 098098 095101 177179 205207 142164 149149
EINPP_1382, 091091 136136 175179 241249 103103 135141 089105 143149 189191 232238 087091 160160 108115 174180 229231 143143 154158 088100 127150 194200 246254 175175 156158 154156 081083 122124 179181 148148 262262 146148 125127 155155 091092 146150 180198 106108 170170 089089 161165 085087 161167 238240 130134 096104 095101 191191 205211 168168 149151
EINPP_1383, 089089 136136 175175 241249 103105 135135 089091 129149 189195 232238 087087 160160 115115 174180 229231 143143 158160 090090 127150 194194 250254 175175 150158 154158 081085 122124 179183 148150 262262 140146 125127 155157 091092 146150 184192 106108 168168 089089 161173 089089 161161 228236 130132 098104 099101 181181 205211 142158 149149
EINPP_1384, 091091 136138 179187 241241 103107 135137 089105 127143 191195 238238 087087 160161 108108 172174 225229 143143 156158 088100 127150 200200 250250 173177 158158 156156 081083 122122 183185 148150 262262 146146 123127 157159 092092 146150 198198 108110 172186 083089 161165 087091 161167 238240 130134 098104 097101 179191 201205 142156 149149
EINPP_1385, 089091 136140 185187 247271 103103 135147 089093 143149 189191 238250 087089 160160 108115 176178 229229 143143 154156 088090 127140 194200 250250 163177 162162 144156 081083 122124 179183 138148 262262 140148 129129 155155 091095 146146 192198 106108 170172 083089 173173 085087 161167 228236 130134 098104 099101 191191 205205 158168 149153
